novel,token,count,suggested_category,chapter_number,sentence_number,context_snippet
noli,culang,46,B,4,4-77,"Pinaglilibacan ang culang palad, na pinagbabayaran ng cahihiyan ang nasisingil na buwis, at nalalama..."
noli,sacristan,46,B,6,6-21,Bucod sa roo'y sinasapantaha niyang malaki ang capangyariha't lakas ng Virgen de Antipolo kay sa mga...
noli,nauucol,45,B,1,1-16,"Namumucod ng di ano lamang sa mga ganitong handang sa mundo'y nauucol, ang sumasapader na mga cuadro..."
noli,cawacasa'y,45,B,1,1-32,"Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pin..."
noli,bucod,44,B,1,1-97,"Hindi ipinalalagay ni Santiagong siya'y ""indio,"" bucod sa roo'y hindi siya nahaharap, at......."
noli,bangcay,43,B,1,1-18,"Tunay mang ang pagkakapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasay..."
elfili,Quiroga,43,B,10,10-60,"Tinawaran na iyan sa akin, ng anim na libong piso, ng insik na si Quiroga upang ibigay sa isang seño..."
noli,inaacala,42,B,1,1-79,—¿Na kung inaacala ko?...
noli,cabuluhan,42,B,2,2-41,Sinabi naman sa kanya ng kanyang mga causap ang canicanilang mga pangalang humiguit cumulang ang pag...
noli,gobernadorcillo,42,B,11,11-9,¿Ang gobernadorcillo baga kaya?...
noli,cawangis,41,B,1,1-13,"Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysa..."
noli,wica,41,B,3,3-71,"—Guinagamit ko po ang wica ng lupaing aking pinaglalacbayan, ginoong babae...."
noli,Marahil,41,B,1,1-119,—Marahil nga'y nacapagpipighati ang iwan ang isang bayang kinatahanang dalawampong taon at napagkiki...
elfili,halos,41,B,1,1-3,"Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang panga..."
noli,pagdaca'y,40,B,1,1-28,Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bi...
noli,tacot,40,B,6,6-30,"Hindi lumalapit sa kanya kailan man si Kapitang Tiago, sa tacot na baka maghimala...."
noli,Ibig,40,B,3,3-53,—Ibig kong sabihing may isang taon na ngayong hindi ako tumatangap ng ano mang balita tungkol sa bay...
elfili,matandang,40,B,1,1-13,"Waring isang matandang kawal, na matapos mamuno sa mga tao sa isang maligalig na himagsikan, ay nagi..."
noli,sacerdote,39,B,1,1-165,Dapat nating ibucod sa mga pananalita ni Fr. Damaso ang mga pananalita ng tao sa mga pananalita ng s...
noli,caunting,39,B,2,2-12,Nababasa sa kanyang mukhang bucas at masaya ang caunting bacas ng dugong kastila na naaaninag sa isa...
noli,caisipan,39,B,3,3-21,"Ang lalong mataas na oficial sa Filipinas, ayon sa caisipan ng mga fraile, ay totoong malaki ang cab..."
noli,camahalan,38,B,20,20-53,—Itulot po ng mga camahalan ninyong magsaysay ako tungkol sa isang bagay na totoong mahalaga—anya....
elfili,Victorina,38,B,1,1-14,At si aling Victorina na siyang tanging babaing nakiupo sa lipon ng mga europeo ay siyang makapagsas...
noli,Nalalaman,38,B,1,1-171,"—Nalalaman ko ang mga cadahilanan at papagtatangiin ng ""cagalangan po ninyo"" (papagtatangitangiin po..."
noli,pagtataca,37,B,1,1-72,—ang sinabi pagkatapos ng buong pagtataca....
noli,magcagayo'y,37,B,1,1-179,"—Ng magcagayo'y ng magbalic ang curang ito sa bayan, pagkatapos na maalipusta ang coadjutor, ang gin..."
noli,cagalingan,37,B,4,4-107,"Ang mga pagtitiis ng hirap, ang mga sama ng loob, ang mga pagdaralita sa bilangguan, o ang kanyang p..."
elfili,ayon,37,B,1,1-50,"—Si P. Irene ay sumasang-ayon sa tulong ng ulo, samantalang pinapahidpahiran ang kaniyang mahabang i..."
elfili,iyong,37,B,1,1-51,"Si P. Salvi, iyong paring payat at nangangalirang, ay nagpatuloy, na waring nasiyahan sa gayong pang..."
elfili,ginoong,37,B,1,1-78,"—Hindi makasasapat, ginoong Simoun!..."
noli,catahimican,36,B,1,1-189,Untiunting nanag-uli ang capisanang iyon sa dating catahimican....
noli,cahulugan,36,B,3,3-111,¡Ang acala nila'y mga taong may cahulugan na!...
noli,imic,36,B,4,4-94,"Huminto ang matanda ng pananalita upang magpahinga, at ng kanyang mahiwatigan ang hindi pag-imic ng ..."
noli,bahagui,36,B,8,8-1,Pinagdaraanan ng coche ni Ibarra ang bahagui ng lalong masayang nayon ng Maynila; ang nacapagbibigay...
elfili,Walang,36,B,1,1-121,Walang makapangahas na makisali sa gayong mga pag-alimura; si D. Custodio ay mangyayaring makipagsir...
noli,paglacad,35,B,4,4-4,"Taglay iyang paglacad na hindi nangagcacawangis ang hacbang, na siyang nagpapakilala sa natitilihan ..."
elfili,Pecson,35,B,14,14-48,"Ang lahat ng ito’y sinasagot ng di nasisiyahang loob na si Pecson,—isang matabang kung tumawa’y anim..."
elfili,ama,35,B,3,3-93,"—Ay nakisama sa bangkay ng kaniyang ama,—ang sagot ni P. Sibyla;—¿hindi ba isa ring pilibustero, P. ..."
noli,cata,34,B,1,1-13,"Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysa..."
noli,franciscano,34,B,1,1-45,"Baligtad ang isa namang fraile, na franciscano, totoong masalita at lalo ng mainam magcucumpas...."
elfili,muling,34,B,1,1-97,—Ang kapanahunang iyon ay malayo na;—ang sagot ni Simoun na ang tawa’y lalo pa manding matigas kay s...
noli,calooban,33,B,1,1-19,Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagkain at naguudyoc ng ucol sa paglas...
noli,curang,33,B,1,1-55,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at n..."
noli,musica,33,B,1,1-55,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at n..."
noli,canicanilang,33,B,1,1-64,"May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala ko, na par..."
noli,sucat,33,B,1,1-112,¡Ganyang caraming mga libro ... sucat na ang magcaroon ng dalawang daling noo.......
noli,caming,33,B,4,4-58,"Sa casaliwaang palad, caming mga castilang naparito sa Filipinas ay hindi namin inuugali ang marapat..."
noli,Siya'y,33,B,1,1-42,"Siya'y balitang ""dialectico"", kaya nga't ng mga panahong iyong nangangahas pa ang mga anak ni Guzman..."
elfili,Huwag,33,B,1,1-76,—Huwag bayaran....
noli,panucala,32,B,1,1-19,Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagkain at naguudyoc ng ucol sa paglas...
noli,carapatdapat,32,B,1,1-172,Sa panahong wala si pari Damaso sa San Diego ay inilibing ng coadjutor ang bangcay ng isang taong to...
noli,pumasoc,32,B,1,1-223,Pinalad ang tinatanong na pumasoc sa salas ang dalawang ginoo....
noli,calolowa,32,A,2,2-11,"Ang kanyang taas na higuit sa caraniwan, ang kanyang pagmumukha, ang kanyang mga kilos ay pawang nag..."
noli,Ginoong,32,B,1,1-1,"Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los ..."
noli,Nakita,32,B,3,3-28,Nakita ni Ibarrang nanonood ng buong galac at nacangiti sa mga pagpapalamangang iyon sa upuan ang ma...
noli,guinto,31,B,1,1-41,"—Ang isa sa mga fraile'y isang dominicong bata pa, maganda, malinis at maningning, na tulad sa kanya..."
noli,macaraan,31,A,1,1-55,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at n..."
noli,cagalanggalang,31,B,1,1-115,"—Sinasabi ng ""cagalanggalang po ninyo"" (""Vuestra reverencia""), pari Damaso—ang biglang isinalabat ng..."
noli,icagagaling,31,B,1,1-120,"Sa ganang akin lamang naman, dinaramdam kong iwan ang Camiling, gayong iilang buwan akong natira roo..."
noli,Lucas,31,B,41,41-37,"—Ginoo, Lucas ang aking pangalan, ako ang kapatid ng namatay kahapon...."
noli,Walang,31,B,4,4-116,"Walang imic na hinigpit na mairog ni Ibarra ang payat na kamay ng Teniente, at hindi cumikibo'y sinu..."
elfili,saka,31,B,1,1-35,"Dahil sa pagkakabigla ni aling Joba, sa gayong pagbabagong ugali, ay hindi naalumana ang magiging ka..."
elfili,ginagawa,31,B,2,2-76,"—Masama iyang ginagawa ninyo,—ang sabi ni Simoun na masama ang loob;—ang serbesa ay isang mabuting b..."
noli,caugalian,30,B,1,1-1,"Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los ..."
noli,umiimic,30,B,1,1-37,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a..."
noli,caraming,30,B,1,1-112,¡Ganyang caraming mga libro ... sucat na ang magcaroon ng dalawang daling noo.......
noli,maguiguing,30,B,1,1-214,¡Hindi dahil sa isang letra ay siya'y maguiguing insic!...
noli,higuit,30,B,2,2-11,"Ang kanyang taas na higuit sa caraniwan, ang kanyang pagmumukha, ang kanyang mga kilos ay pawang nag..."
noli,casabay,30,B,3,3-36,"—ani Kapitang Tiago, casabay ng pagdidiin sa balicat ni Ibarra...."
noli,macatuwid,30,A,6,6-81,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y..."
elfili,Gayon,30,B,1,1-4,"Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa ..."
noli,Doña,29,B,1,1-191,"Sila'y sinalubong ng bating catoto ng naroroong pulutong, at nangagsiupo sa tabi ng ating mga cakila..."
noli,cuartel,29,B,4,4-54,Ngunit sumama po kayo sa aki't ako'y paroroon sa cuartel; sasabihin ko hanggang tayo'y lumalacad....
noli,malungcot,29,B,7,7-70,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala..."
noli,cabilang,28,B,1,1-8,Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap...
noli,ucol,28,B,1,1-19,Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagkain at naguudyoc ng ucol sa paglas...
noli,lacad,28,B,1,1-157,"—¡Lacad na kayo ngayon din, lacad na kayo!..."
noli,caibigang,28,B,2,2-21,—Ngunit kailan ma'y hindi ko naging caibigang matalic ang iyong ama....
noli,doctor,28,B,3,3-2,Tila mandin totoong lumiligaya si Fr. Sibyla: tahimic na lumalacad at hindi na namamasid sa kanyang ...
noli,capurihan,27,B,1,1-176,"Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng buong pag-irog at mga pag-asa, i..."
noli,Samantalang,27,B,4,4-16,Samantalang pinanonood niya ang catacatacang pananatiling ito ng mga bahay at iba pa sa bayan ng wal...
noli,Pagka,27,B,6,6-73,"Pagka nagcagayo'y guinagamit naman ni Kapitang Tiago ang kanyang lalong nagagawang magaling, ang bag..."
noli,kinacailangan,26,B,4,4-75,"Sa pagka't kinacailangan niyang mabuhay, at hindi pahintulot sa kanya ang magtrabajo ng mabigat na m..."
noli,umiiyac,26,B,5,5-11,"Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dak..."
noli,naguiguing,26,B,7,7-83,"Napacamagdaraya, ikaw sa larong chongca't dinaraig mo pa ang pagkamagdaraya ko, at caraniwang agawan..."
noli,cruz,26,B,10,10-5,"Nagagamit nilang pananda ang lahat: isang kahoy, isang sampaloc na may maliliit na dahon, ang niog n..."
elfili,kahoy,26,B,1,1-96,—At ang bayang ito’y hindi miminsang naghimagsik na—ang dugtong na may munting takot ng dominiko—noo...
noli,coche,25,B,1,1-8,Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap...
noli,Civil,25,B,1,1-39,"Ang militar ay isang matandang teniente, matangcad, mabalasic ang pagmumukha, na ano pa't anaki'y is..."
noli,galac,25,B,3,3-28,Nakita ni Ibarrang nanonood ng buong galac at nacangiti sa mga pagpapalamangang iyon sa upuan ang ma...
noli,cawayan,25,B,8,8-10,"Sa lilim ng isang carretong kahoy nacabulagta ang isa sa mga taong iyon, walang malay tao, bucas ng ..."
noli,caniyang,24,B,2,2-29,—Ginoo—ang sagot ni Ibarrang nababagbag ang puso—ang inyo pong pagpuri sa aking ama ay pumapawi ng a...
noli,daco,24,B,9,9-82,"Napipilitan ang ""indiong"" bumili sa ibang daco ng mga lupang casing galing din ng ating mga lupa o l..."
noli,hucay,24,B,12,12-17,"—Namamasdan sa paliguidliguid ang mga bagong hucay: sa daco rito'y hupyac ang lupa, sa daco roo'y an..."
noli,Sinasabi,24,B,1,1-115,"—Sinasabi ng ""cagalanggalang po ninyo"" (""Vuestra reverencia""), pari Damaso—ang biglang isinalabat ng..."
elfili,Ibig,24,B,2,2-43,Ibig nilang dumating na lahat ng palas at bilog na wari’y bola ng bilyar....
elfili,Yaon,24,B,5,5-52,"Yaon ang San Diego, ang kaniyang bayan, na wala man siya ni isang kamag-anak........."
noli,cadahilanan,23,B,1,1-168,"Ang mga sinasabing ""in corde"" lamang ang macasasakit ng loob: sacali't dating tinataglay ng ""in meat..."
noli,lumalacad,23,B,3,3-2,Tila mandin totoong lumiligaya si Fr. Sibyla: tahimic na lumalacad at hindi na namamasid sa kanyang ...
noli,cabuluhang,23,B,4,4-66,Iba ang aking sapantaha tungkol sa Dios—ang sinasabi niya—sa ganang akin ay hindi nasasawata ang isa...
noli,paliguid,23,B,5,5-8,Sa pag-itan ng nanganganinag na damit na piña at sa paliguid ng kanyang maputi at linalic na liig ay...
noli,capitana,23,B,23,23-95,"—ani capitana Tika na ina ng masayang si Sinang;—uminom po kayo ng salabat na may cahalong puto, Alb..."
noli,Sabihin,23,B,13,13-34,—Sabihin nga ninyo sa amin kung alin ang hucay at kung saan naroon ang cruz....
noli,suloc,22,B,1,1-37,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a..."
noli,pilac,22,B,1,1-47,"Ang mukha niyang maganda ang tabas, ang kanyang mga pagtinging nacalalaguim, ang kanyang malalapad n..."
noli,guinagawang,22,B,3,3-69,—At ¿paano ang inyong guinagawang pamumuhay?...
noli,Clarang,22,B,6,6-98,"Lumaki si Maria Clarang pinacaiirog ng lahat, sa gitna ng mga ngiti at pagsinta...."
noli,catuwaan,22,B,7,7-70,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala..."
noli,pumapasoc,22,B,11,11-61,Nanghihiganti naman ng buong cabanalan si Fr. Salvi: pagkakita niyang pumapasoc sa simbahan ang alfe...
noli,tumacas,22,B,21,21-7,¿Saan tumacas ang kanyang anak na si Crispin?...
noli,Victoria,22,B,23,23-3,Pagkakita sa kanilang mga mukhang ang cabataa'y tumatawa at ang pag asa'y maniningning; sa panonood ...
noli,cahabaghabag,22,B,24,24-89,—¡Pacanin ninyo ang cahabaghabag na babaeng iyan!...
noli,Ito'y,22,B,1,1-177,"Ito'y sinasabi ko, at hindi ko sinasabi ang mga ibang aking iniisip, at kilanling utang na loob sa a..."
noli,aaral,22,B,4,4-50,"—Sinasabi sa akin sa kanyang huling sulat, na may isang taon na ngayon, na huwag daw akong maliligal..."
noli,nacacaalam,21,A,1,1-176,"Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng buong pag-irog at mga pag-asa, i..."
noli,casayahan,21,B,3,3-119,Ng gabing yao'y kasama ng mga iba't ibang bagay na isinusulat ng binatang mapula ang buhok sa kanyan...
noli,escuela,21,B,4,4-79,"Nangyari isang araw, na samantalang pinagpipihitpihit niya ang isang papel na ibinigay sa kanya sa i..."
noli,caramihang,21,B,24,24-44,Nacatanaw naman siya sa daco pa roon ng isang tulay na cawayan at sa dakong malayo'y mga lalaking na...
noli,cagagawan,20,B,1,1-9,"May cababaan ang bahay na sinasabi namin, at hindi totoong magaling ang pagkakaanyo; kung hindi napa..."
noli,umimic,20,B,1,1-29,"¿Baka kaya naman ang mga larawan ng mga iba't ibang mga ""Nuestra Señora"" na nagsabit sa mga pader an..."
noli,manacanacang,20,B,1,1-37,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a..."
noli,dominico,20,B,1,1-44,Hindi nagsasalita ang dominico at tila mandin pinacatitimbang ang kanyang mga pananalita....
noli,castilang,20,B,1,1-190,"Nangagsidating ang iba pang mga tao, caacbay ang isang matandang castilang pilay, matamis at mabait ..."
noli,calugodlugod,20,B,2,2-32,"Nang macapag-alinlang may ilang minuto, tinungo niya ang mga dalagang taglay ang calugodlugod na cat..."
noli,procesion,20,B,6,6-59,"Sa dalawang taong kanyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa a..."
noli,Dapat,20,B,1,1-8,Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap...
noli,lintic,19,B,1,1-3,"Cawangis ng kislap ng lintic ang cadalian ng pagkalaganap ng balita sa daigdigan ng mga dapo, mga la..."
noli,nagcaroon,19,B,1,1-8,Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap...
noli,caraniwan,19,B,1,1-13,"Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysa..."
noli,cakilakilabot,19,B,1,1-25,"—¡Tunay at cakilakilabot na bagay ang pag-iilaguin, datapwat kayo nama'y umuupo sa mga sillong gawan..."
noli,cagalingang,19,B,1,1-162,Ang cagalingang palad ay nakialam ang dominico....
noli,Espadaña,19,B,1,1-191,"Sila'y sinalubong ng bating catoto ng naroroong pulutong, at nangagsiupo sa tabi ng ating mga cakila..."
noli,cadiliman,19,B,3,3-85,"Bago ko paroonan ang isang lupain, pinagsisicapan kong matalos ang kanyang historia, ang kanyang Exo..."
noli,cayamanan,19,B,3,3-87,"—ang itinanong na nagtatawa ng palibac ng franciscano, na mula ng pasimulaan ang paghapon ay hindi n..."
noli,Francisco,19,B,6,6-26,"Napapanood din doon ang isang San Antonio Abad, na may isang baboy sa tabi, at ang isip ng carapatda..."
noli,cuarta,19,B,6,6-80,Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din na...
noli,cagandahan,19,B,7,7-71,"Sa aking sapantaha'y ikaw ang ""hada"", ang espiritu, ang caayaayang kinacatawan ng aking Bayang kinag..."
noli,Consolacion,19,B,11,11-38,"Doña Consolacion kung tawaguin ang kanyang ginoong asawa, na isang matandang filipina, na nagpapahid..."
noli,escuelahan,19,B,16,16-34,Hindi nangahas si Sisang ulitin ang kanyang pagtatanong; datapwat ang lubhang mahigpit na casalatan ...
noli,Sinabi,19,B,2,2-41,Sinabi naman sa kanya ng kanyang mga causap ang canicanilang mga pangalang humiguit cumulang ang pag...
noli,Pagkatapos,19,B,3,3-40,"Pagkatapos maibulong ng dominico ang ""Benedicte"" na halos wala sino mang natutong sumagot, nagpasimu..."
elfili,Sapagka’t,19,B,1,1-25,"—Sapagka’t doon ay napakababaw, ali—ang sagot na malumanay ng Kapitan at ikinindat ang mata...."
noli,caraniwang,18,B,1,1-18,"Tunay mang ang pagkakapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasay..."
noli,pangguiguilalas,18,B,1,1-68,Sa pangguiguilalas ng di ano lamang ni Fr. Damaso ay caunti nang mabitiwan nito ang copa....
noli,cacaunti,18,B,2,2-51,—Sinabi lamang na ang anak ng leon ay leon din naman; cacaunti na't siya'y ipinatapon sana....
noli,cacaibang,18,B,2,2-52,At lumayo sa pulutong na iyon ang binatang may cacaibang asal....
noli,pacpac,18,B,3,3-41,"Ngunit ayawan kung sa isang pagkalibang o iba cayang bagay, tumama kay pari Damaso ang isang pinggan..."
noli,cahihiyan,18,B,3,3-63,—ang tanong na totoong kimi at halos namumula sa cahihiyan....
noli,casaliwaang,18,B,3,3-68,—Mabubuting mga pagkakakilalanan; ngunit doo'y sa casaliwaang palad ay hindi ako nagsasalita ng isa ...
noli,caguluhan,18,B,3,3-89,Napatingin na lamang sa kanya si Ibarra't hindi maalaman kung ano ang sasabihin; ang mga iba'y nanga...
noli,Bucod,18,B,4,4-64,"Bucod sa rito'y totoong dalisay ang capurihan ni Don Rafael, at higuit ang kanyang pagkabanal sa mar..."
noli,campana,18,B,6,6-73,"Pagka nagcagayo'y guinagamit naman ni Kapitang Tiago ang kanyang lalong nagagawang magaling, ang bag..."
noli,licod,18,B,11,11-39,"Nanghihiganti sa sariling katawan ang alferez, sa kanyang pagkawalang palad sa matrimonio, na nagpap..."
